,name,name2,position
46,Sergi Enrich,sergi enrich,FW
47,Jorge Molina,george molina,FW
48,Luis Suárez,luis suarez,FW
49,Enes Ünal,enes unal,FW
50,Paco Alcácer,paco alcacer,FW
51,Munir El-Haddadi,munir el haddadi,FW
52,Edgar Méndez,edgar mendez,FW
53,Pere Milla,pere milla,FW
54,Marcos André,marcos andre,FW
55,Portu,portuguese,FW
56,Luuk de Jong,luuk de jong,FW
57,Isco,isco,FW
58,Carlos Bacca,carlos bacca,FW
59,Anthony Lozano,anthony lozano,FW
60,Denis Cheryshev,denis cheryshev,FW
61,Shon Weissman,shon weissman,FW
62,Oihan Sancet,oihan sancet,FW
63,Sergi Guardiola,sergi guardiola,FW
64,Asier Villalibre,asian villalibre,FW
65,Deyverson,deyverson,FW
66,Manu Vallejo,manu vallejo,FW
67,Martin Braithwaite,martin braithwaite,FW
68,Yoshinori Muto,yoshinori muto,FW
69,Jaime Mata,jaime mata,FW
70,Roberto Soldado,roberto soldado,FW
71,Enric Gallego,enric gallego,FW
72,Dani Gómez,dani gomez,FW
73,Shinji Okazaki,shinji okazaki,FW
74,Emiliano Rigoni,emiliano rigoni,FW
75,Kevin Gameiro,kevin gameiro,FW
76,Loren Morón,loren moron,FW
77,Ángel Rodríguez,angel rodriguez,FW
78,Jon Bautista,jon bautista,FW
79,Sergio León,sergio leon,FW
0,Karim Benzema,karim benzema,FW
1,Vinícius Júnior,vinicius junior,FW
2,Nabil Fekir,nabil fekir,FW
3,Gerard Moreno,gerard moreno,FW
4,Joselu,joselu,FW
5,Memphis Depay,memphis depay,FW
6,Gonçalo Guedes,goncalo guedes,FW
7,Iago Aspas,iago aspas,FW
8,Raúl de Tomás,raul de tomas,FW
9,Yannick Carrasco,yannick carrasco,FW
10,Juanmi,juanmi,FW
11,Enes Ünal,enes unal,FW
12,Lucas Boyé,lucas boye,FW
13,João Félix,joão felix,FW
14,Mikel Oyarzabal,mikel oyarzabal,FW
15,Brais Méndez,brais mendez,FW
16,Arnaut Danjuma,arnaut danjuma,FW
17,José Luis Morales,jose luis morales,FW
18,Santi Mina,saint mina,FW
19,Antoine Griezmann,antoine griezmann,FW
20,Alex Berenguer,alex berenguer,FW
21,Rubén García,ruben garcía,FW
22,Ángel Correa,angel correa,FW
23,David Silva,david silva,FW
24,Lucas Ocampos,lucas ocampos,FW
25,Manu Trigueros,manu trigueros,FW
26,Alexander Isak,alexander isak,FW
27,Ante Budimir,ante budimir,FW
28,Papu Gómez,papu gomez,FW
29,Iñaki Williams,inaki williams,FW
30,Adrián Embarba,adrian embarba,FW
31,Rodrigo de Paul,rodrigo de paul,FW
32,Boulaye Dia,boulaye dia,FW
33,Marcos Llorente,marcos llorente,FW
34,Jorge Molina,george molina,FW
35,Luis Suárez,luis suarez,FW
36,Oihan Sancet,oihan sancet,FW
37,Luuk de Jong,luuk de jong,FW
38,Álvaro Negredo,alvaro negredo,FW
39,Anthony Lozano,anthony lozano,FW
40,Willian José,william jose,FW
41,Luis Suárez,luis suarez,FW
42,Rafa Mir,rafa mir,FW
43,Takefusa Kubo,takefusa kubo,FW
44,Maximiliano Gómez,maximiliano gomez,FW
45,Eden Hazard,eden hazard,FW
46,Matheus Cunha,matheus cunha,FW
47,Raúl García,raul garcía,FW
48,Pere Milla,pere milla,FW
49,Kike García,kike garcia,FW
50,Borja Iglesias,borja iglesias,FW
51,Gonzalo Melero,gonzalo melero,FW
52,Roger Martí,roger marti,FW
53,Chimy Avila,chimy avila,FW
54,Radamel Falcao,radamel falcao,FW
55,Hugo Duro,hugo duro,FW
56,Youssef En-Nesyri,youssef en-nesyri,FW
57,Alexander Sørloth,alexander sorloth,FW
58,Sergi Guardiola,sergi guardiola,FW
59,Joaquín,joaquin,FW
60,Randy Nteka,randy nteka,FW
61,Guido Carrillo,guido carrillo,FW
62,Lee Kang-In,lee kang-in,FW
63,Fernando Niño,fernando nino,FW
64,Lucas Pérez,lucas perez,FW
65,Bebé,baby,FW
66,Óscar Melendo,oscar melendo,FW
67,Ángel Rodríguez,angel rodriguez,FW
68,Sandro Ramírez,sandro ramirez,FW
69,Rubén Sobrino,ruben sobrino,FW
70,Marcos André,marcos andre,FW
71,Munir El-Haddadi,munir el haddadi,FW
72,Edgar Méndez,edgar mendez,FW
73,Dani Gómez,dani gomez,FW
74,Thiago Galhardo,thiago galhardo,FW
75,Portu,portuguese,FW
76,Carlos Bacca,carlos bacca,FW
77,Loren Morón,loren moron,FW
78,Wu Lei,wu lei,FW
79,Jaime Mata,jaime mata,FW
80,Miguel De la Fuente,miguel de la fuente,FW
81,Landry Dimata,landry dimata,FW
0,Neymar,neymar,FW
1,Florian Thauvin,florian thauvin,FW
2,Nabil Fekir,nabil fekir,FW
3,Edinson Cavani,edinson cavani,FW
4,Kylian Mbappé,kylian mbappe,FW
5,Dimitri Payet,dimitri payet,FW
6,Bertrand Traoré,bertrand traore,FW
7,Memphis Depay,memphis depay,FW
8,Ángel Di María,angel di maria,FW
9,Rémy Cabella,remy cabella,FW
10,Mario Balotelli,mario balotelli,FW
11,Júlio Tavares,julio tavares,FW
12,Radamel Falcao,radamel falcao,FW
13,Mariano,mariano,FW
14,Allan Saint-Maximin,allan saint maximin,FW
15,Alassane Plea,alassane plea,FW
16,Matthieu Dossevi,matthieu dossevi,FW
17,Max-Alain Gradel,max alain gradel,FW
18,Gaël Kakuta,gael kakuta,FW
19,Lucas Ocampos,lucas ocampos,FW
20,Ronny Rodelin,ronnie rodelin,FW
21,Giovani Lo Celso,giovanni lo celso,FW
22,Julian Draxler,julian draxler,FW
23,Rony Lopes,rony lopes,FW
24,Wahbi Khazri,wahbi khazri,FW
25,Karl Toko-Ekambi,karl toko-ekambi,FW
26,Yassine Benzia,yassine benzia,FW
27,Yannis Salibur,yannis salibur,FW
28,Jonathan Bamba,jonathan bamba,FW
29,Ismaïla Sarr,ismaila sarr,FW
30,Nicolas Pépé,nicolas pepe,FW
31,Martin Terrier,martin terrier,FW
32,Keita Baldé,keita balde,FW
33,Nolan Roux,nolan roux,FW
34,Nuno da Costa,nuno da costa,FW
35,Wesley Saïd,wesley said,FW
36,Konstantinos Mitroglou,konstantinos mitroglou,FW
37,Jimmy Briand,jimmy briand,FW
38,Valère Germain,valere germain,FW
39,Nicolas de Préville,nicolas de preville,FW
40,Giovanni Sio,giovanni sio,FW
41,Clinton N'Jie,clinton n'jie,FW
42,Romain Hamouma,romain hamouma,FW
43,Marcus Thuram,marcus thuram,FW
44,François Kamano,francois kamano,FW
45,Emiliano Sala,emiliano sala,FW
46,Andy Delort,andy delort,FW
47,Luiz Araújo,luiz araujo,FW
48,Ivan Santini,ivan santini,FW
49,Moussa Konaté,moussa konate,FW
50,Anwar El Ghazi,anwar el ghazi,FW
51,Yaya Sanogo,yaya sanogo,FW
52,Firmin Ndombe Mubele,firmin ndombe mubele,FW
53,Angelo Fulgini,angelo fulgini,FW
54,Maxwel Cornet,maxwell cornet,FW
55,Emmanuel Rivière,emmanuel riviere,FW
56,Gaëtan Laborde,gaëtan laborde,FW
57,Ludovic Blas,ludovic blas,FW
58,Jérémy Blayac,jeremy blayac,FW
59,Christopher Nkunku,christopher nkunku,FW
60,Benjamin Jeannot,benjamin jeannot,FW
61,Adama Niane,adama niane,FW
62,Suk Hyun-Jun,suk hyun jun,FW
63,Marcus Coco,marcus coco,FW
64,Kévin Monnet-Paquet,kevin monnet-paquet,FW
65,Serge Gakpé,serge gakpe,FW
66,Stéphane Bahoken,stephane bahoken,FW
67,Adrien Hunou,adrian hunou,FW
68,Corentin Jean,corentin jean,FW
69,Isaac Mbenza,isaac mbenza,FW
70,Jonathan Cafú,jonathan cafu,FW
71,Adama Diakhaby,adama diakhaby,FW
72,Souleymane Camara,souleymane camara,FW
73,Ibrahima Niane,ibrahima niane,FW
74,Ola Toivonen,ola toivonen,FW
75,Ezequiel Ponce,ezequiel ponce,FW
76,Casimir Ninga,casimir ninga,FW
77,Gilles Sunu,gilles sunu,FW
78,Idriss Saadi,idriss saadi,FW
0,Kylian Mbappé,kylian mbappe,FW
1,Nicolas Pépé,nicolas pepe,FW
2,Ángel Di María,angel di maria,FW
3,Edinson Cavani,edinson cavani,FW
4,Hatem Ben Arfa,hatem ben arfa,FW
5,Memphis Depay,memphis depay,FW
6,Nabil Fekir,nabil fekir,FW
7,Andy Delort,andy delort,FW
8,Wahbi Khazri,wahbi khazri,FW
9,Allan Saint-Maximin,allan saint maximin,FW
10,Florian Thauvin,florian thauvin,FW
11,Max-Alain Gradel,max alain gradel,FW
12,Lucas Ocampos,lucas ocampos,FW
13,Rémy Cabella,remy cabella,FW
14,Gaëtan Laborde,gaëtan laborde,FW
15,Renaud Ripart,renaud ripart,FW
16,Julian Draxler,julian draxler,FW
17,Jonathan Bamba,jonathan bamba,FW
18,Emiliano Sala,emiliano sala,FW
19,Marcus Thuram,marcus thuram,FW
20,Ismaïla Sarr,ismaila sarr,FW
21,Moussa Dembele,moussa dembele,FW
22,Bertrand Traoré,bertrand traore,FW
23,Ludovic Ajorque,ludovic ajorque,FW
24,Rony Lopes,rony lopes,FW
25,M'Baye Niang,m'baye niang,FW
26,Christopher Nkunku,christopher nkunku,FW
27,Jeff Reine-Adélaïde,jeff reine-adelaide,FW
28,Radamel Falcao,radamel falcao,FW
29,Jonathan Ikoné,jonathan icone,FW
30,Júlio Tavares,julio tavares,FW
31,Dimitri Payet,dimitri payet,FW
32,Nuno da Costa,nuno da costa,FW
33,Valère Germain,valere germain,FW
34,Denis Bouanga,denis bouanga,FW
35,Robert Beric,robert beric,FW
36,Rafael Leão,rafael leao,FW
37,Kalifa Coulibaly,calipha coulibaly,FW
38,Romain Hamouma,romain hamouma,FW
39,Maxwel Cornet,maxwell cornet,FW
40,Matthieu Dossevi,matthieu dossevi,FW
41,Martin Terrier,martin terrier,FW
42,Ludovic Blas,ludovic blas,FW
43,Saman Ghoddos,saman ghoddos,FW
44,Angelo Fulgini,angelo fulgini,FW
45,Yann Karamoh,yann karamoh,FW
46,Benjamin Jeannot,benjamin jeannot,FW
47,Kévin Monnet-Paquet,kevin monnet-paquet,FW
48,François Kamano,francois kamano,FW
49,Moussa Doumbia,moussa doumbia,FW
50,Loïc Rémy,loïc remy,FW
51,Adrien Hunou,adrian hunou,FW
52,Arnaud Nordin,arnaud nordin,FW
53,Rachid Alioui,rachid alioui,FW
54,Andreas Cornelius,andrew cornelius,FW
55,Nicolas de Préville,nicolas de preville,FW
56,Casimir Ninga,casimir ninga,FW
57,Moussa Konaté,moussa konate,FW
58,Juan Ferney Otero,juan ferney otero,FW
59,Stéphane Bahoken,stephane bahoken,FW
60,Boulaye Dia,boulaye dia,FW
61,Lebo Mothiba,lebo mothiba,FW
62,Jimmy Briand,jimmy briand,FW
63,Yannis Salibur,yannis salibur,FW
64,Claudio Beauvue,claudio beauvue,FW
65,Majeed Waris,majeed waris,FW
66,Pablo Chavarria,pablo chavarria,FW
67,Yaya Sanogo,yaya sanogo,FW
68,Romain Del Castillo,romain del castillo,FW
69,Baptiste Guillaume,baptiste guillaume,FW
70,Wesley Saïd,wesley said,FW
71,Enzo Crivelli,enzo crivelli,FW
72,Anthony Limbombe,anthony limbombe,FW
73,Lois Diony,lois diony,FW
74,Suk Hyun-Jun,suk hyun jun,FW
75,Rui Fonte,rui fonte,FW
76,Malik Tchokounte,malik tchokounte,FW
77,Ignatius Ganago,ignatius ganago,FW
78,Eric Choupo-Moting,eric choupo-moting,FW
79,Nolan Roux,nolan roux,FW
80,Marcus Coco,marcus coco,FW
81,Luiz Araújo,luiz araujo,FW
82,Umut Bozok,umut bozok,FW
83,Cheick Timité,cheick timite,FW
84,Petar Skuletic,petar skuletic,FW
85,Corentin Jean,corentin jean,FW
86,Aaron Leya Iseka,aaron leya iseka,FW
87,Wilfried Kanga,wilfried kanga,FW
88,Cristian López,cristian lopez,Forward
89,Moussa Sylla,moussa sylla,FW
0,Neymar,neymar,FW
1,Kylian Mbappé,kylian mbappe,FW
2,Ángel Di María,angel di maria,FW
3,Dimitri Payet,dimitri payet,FW
4,Wissam Ben Yedder,wisam ben yedder,FW
5,Mauro Icardi,mauro icardi,FW
6,Andy Delort,andy delort,FW
7,Victor Osimhen,victor osimhen,FW
8,Júlio Tavares,julio tavares,FW
9,Raphinha,raphinha,FW
10,Islam Slimani,islam slimani,FW
11,Nicolas de Préville,nicolas de preville,FW
12,Adam Ounas,adam ounas,FW
13,Angelo Fulgini,angelo fulgini,FW
14,Moussa Dembele,moussa dembele,FW
15,Gaëtan Laborde,gaëtan laborde,FW
16,Denis Bouanga,denis bouanga,FW
17,Ludovic Ajorque,ludovic ajorque,FW
18,Maxwel Cornet,maxwell cornet,FW
19,Habib Diallo,habib diallo,FW
20,Darío Benedetto,dario benedetto,FW
21,Bertrand Traoré,bertrand traore,FW
22,Kasper Dolberg,kasper dolberg,FW
23,M'Baye Niang,m'baye niang,FW
24,Ludovic Blas,ludovic blas,FW
25,Serhou Guirassy,serhou guirassy,FW
26,Opa Nguette,grandpa nguette,FW
27,Romain Del Castillo,romain del castillo,FW
28,Renaud Ripart,renaud ripart,FW
29,Gaëtan Charbonnier,gaetan charbonnier,FW
30,Jonathan Ikoné,jonathan icone,FW
31,Jeff Reine-Adélaïde,jeff reine-adelaide,FW
32,Jonathan Bamba,jonathan bamba,FW
33,Kalifa Coulibaly,calipha coulibaly,FW
34,Max-Alain Gradel,max alain gradel,FW
35,Romain Hamouma,romain hamouma,FW
36,Jhonder Cádiz,jhonder cadiz,FW
37,Boulaye Dia,boulaye dia,FW
38,Pablo Sarabia,pablo sarabia,FW
39,Moses Simon,moses simon,FW
40,Gaël Kakuta,gael kakuta,FW
41,Ryad Boudebouz,ryad boudebouz,FW
42,Jimmy Briand,jimmy briand,FW
43,Mama Baldé,mama balde,FW
44,Irvin Cardona,irvin cardona,FW
45,Adrien Hunou,adrian hunou,FW
46,Matthieu Dossevi,matthieu dossevi,FW
47,Yaya Sanogo,yaya sanogo,FW
48,Rachid Alioui,rachid alioui,FW
49,Loïc Rémy,loïc remy,FW
50,Martin Terrier,martin terrier,FW
51,Moussa Doumbia,moussa doumbia,FW
52,Edinson Cavani,edinson cavani,FW
53,Efthymios Koulouris,efthymios koulouris,FW
54,Nuno da Costa,nuno da costa,FW
55,Ibrahima Niane,ibrahima niane,FW
56,Luiz Araújo,luiz araujo,FW
57,Wahbi Khazri,wahbi khazri,FW
58,Hwang Ui-Jo,hwang ui-jo,FW
59,Juan Ferney Otero,juan ferney otero,FW
60,Josh Maja,josh maya,FW
61,Farid Boulaya,farid boulaya,FW
62,Valère Germain,valere germain,FW
63,Stephy Mavididi,stephy mavididi,FW
64,Wesley Saïd,wesley said,FW
65,Lebo Mothiba,lebo mothiba,FW
66,Keita Baldé,keita balde,FW
67,Cesc Fàbregas,cesc fabregas,FW
68,Yusuf Yazici,yusuf yazici,FW
69,Haris Duljevic,haris duljević,FW
70,Ignatius Ganago,ignatius ganago,FW
71,Alexandre Mendy,alexandre mendy,FW
72,Arnaud Nordin,arnaud nordin,FW
73,Myziane Maolida,myziana maolida,FW
74,Thierry Ambrose,thierry ambrose,FW
75,Charles Abi,charles abi,FW
76,Fousseni Diabaté,fousseni diabate,FW
77,Casimir Ninga,casimir ninga,FW
78,Stéphane Bahoken,stephane bahoken,FW
79,Anastasios Donis,anastasios donis,FW
80,Kévin Denkey,kevin denkey,FW
81,Jordan Siebatcheu,jordan siebatcheu,FW
82,Aaron Leya Iseka,aaron leya iseka,FW
0,Kylian Mbappé,kylian mbappe,FW
1,Andy Delort,andy delort,FW
2,Memphis Depay,memphis depay,FW
3,Ángel Di María,angel di maria,FW
4,Karl Toko-Ekambi,karl toko-ekambi,FW
5,Gaëtan Laborde,gaëtan laborde,FW
6,Ludovic Ajorque,ludovic ajorque,FW
7,Farid Boulaya,farid boulaya,FW
8,Lucas Paquetá,lucas paqueta,FW
9,Steve Mounié,steve mounie,FW
10,Burak Yilmaz,burak yilmaz,FW
11,Angelo Fulgini,angelo fulgini,FW
12,Amine Gouiri,amine gouiri,FW
13,Jonathan Bamba,jonathan bamba,FW
14,Kevin Volland,kevin volland,FW
15,Wissam Ben Yedder,wisam ben yedder,FW
16,Ludovic Blas,ludovic blas,FW
17,Florian Thauvin,florian thauvin,FW
18,Moise Kean,moise kean,FW
19,Tinotenda Kadewere,tinotenda kadewere,FW
20,Dimitri Payet,dimitri payet,FW
21,Serhou Guirassy,serhou guirassy,FW
22,Randal Kolo Muani,randal kolo muani,FW
23,Hatem Ben Arfa,hatem ben arfa,FW
24,Martin Terrier,martin terrier,FW
25,Armand Laurienté,armand lauriente,FW
26,Yoane Wissa,yoane wissa,FW
27,Maxwel Cornet,maxwell cornet,FW
28,Luiz Araújo,luiz araujo,FW
29,Florian Sotoca,florian sotoca,FW
30,Gaël Kakuta,gael kakuta,FW
31,Mauro Icardi,mauro icardi,FW
32,Jonathan David,jonathandavid,FW
33,Boulaye Dia,boulaye dia,FW
34,Denis Bouanga,denis bouanga,FW
35,Habib Diallo,habib diallo,FW
36,Renaud Ripart,renaud ripart,FW
37,Nathanaël Mbuku,nathanael mbuku,FW
38,Julian Draxler,julian draxler,FW
39,Moses Simon,moses simon,FW
40,Pablo Sarabia,pablo sarabia,FW
41,Terem Moffi,terem moffi,FW
42,Wahbi Khazri,wahbi khazri,FW
43,Rony Lopes,rony lopes,FW
44,Ignatius Ganago,ignatius ganago,FW
45,Jonathan Ikoné,jonathan icone,FW
46,Cesc Fàbregas,cesc fabregas,FW
47,Romain Hamouma,romain hamouma,FW
48,Hwang Ui-Jo,hwang ui-jo,FW
49,Yusuf Yazici,yusuf yazici,FW
50,Niclas Eliasson,nicholas eliasson,FW
51,Arnaud Nordin,arnaud nordin,FW
52,Kasper Dolberg,kasper dolberg,FW
53,Arnaud Kalimuendo-Muinga,arnaud kalimuendo-muinga,FW
54,Myziane Maolida,myziana maolida,FW
55,Stephy Mavididi,stephy mavididi,FW
56,Lamine Gueye,lamine gueye,FW
57,Gaëtan Charbonnier,gaetan charbonnier,FW
58,Nicolas de Préville,nicolas de preville,FW
59,Stevan Jovetic,stevan jovetic,FW
60,Romain Del Castillo,romain del castillo,FW
61,Mama Baldé,mama balde,FW
62,Stéphane Bahoken,stephane bahoken,FW
63,Haris Duljevic,haris duljević,FW
64,Irvin Cardona,irvin cardona,FW
65,Moussa Koné,moussa kone,FW
66,Simon Banza,simon banza,FW
67,Marcus Coco,marcus coco,FW
68,Lois Diony,lois diony,FW
69,Bersant Celina,bersant celina,FW
70,Moussa Doumbia,moussa doumbia,FW
71,Adrien Hunou,adrian hunou,FW
72,El Bilal Touré,el bilal toure,FW
73,Pierre-Yves Hamel,pierre yves hamel,FW
74,Valère Germain,valere germain,FW
75,Darío Benedetto,dario benedetto,FW
76,Timothy Weah,timothy weah,FW
77,Aaron Leya Iseka,aaron leya iseka,FW
78,Charles Abi,charles abi,FW
79,Vágner,vágner,FW
80,Corentin Jean,corentin jean,FW
81,Thierry Ambrose,thierry ambrose,FW
82,Jérémy Le Douaron,jeremy le douaron,FW
83,Adrian Grbic,adrian grbic,FW
84,Moussa Konaté,moussa konate,FW
85,Petar Skuletic,petar skuletic,FW
86,Kaj Sierhuis,kay sierhuis,FW
87,Jimmy Briand,jimmy briand,FW
88,Mihai-Alexandru Dobre,mihai alexandru dobre,Forward
89,Dan Ndoye,dan ndoye,Forward
90,Renaud Emond,renaud emond,FW
91,Amadou Traoré,amadou traore,Forward
92,Mohamed-Ali Cho,mohamed ali cho,FW
93,Nolan Roux,nolan roux,FW
0,Kylian Mbappé,kylian mbappe,FW
1,Lionel Messi,lionel messi,FW
2,Neymar,neymar,FW
3,Dimitri Payet,dimitri payet,FW
4,Martin Terrier,martin terrier,FW
5,Sofiane Boufal,sofiane boufal,FW
6,Lucas Paquetá,lucas paqueta,FW
7,Gaëtan Laborde,gaëtan laborde,FW
8,Ludovic Ajorque,ludovic ajorque,FW
9,Karl Toko-Ekambi,karl toko-ekambi,FW
10,Amine Gouiri,amine gouiri,FW
11,Moussa Dembele,moussa dembele,FW
12,Randal Kolo Muani,randal kolo muani,FW
13,Florian Sotoca,florian sotoca,FW
14,Moses Simon,moses simon,FW
15,Wissam Ben Yedder,wisam ben yedder,FW
16,Andy Delort,andy delort,FW
17,Ángel Di María,angel di maria,FW
18,Ludovic Blas,ludovic blas,FW
19,Stephy Mavididi,stephy mavididi,FW
20,Steve Mounié,steve mounie,FW
21,Hugo Ekitike,hugo ekitike,FW
22,Denis Bouanga,denis bouanga,FW
23,Wahbi Khazri,wahbi khazri,FW
24,Ryad Boudebouz,ryad boudebouz,FW
25,Angelo Fulgini,angelo fulgini,FW
26,Mohamed Bayo,mohammed bayo,FW
27,Habib Diallo,habib diallo,FW
28,Armand Laurienté,armand lauriente,FW
29,Nicolas de Préville,nicolas de preville,FW
30,Jonathan David,jonathandavid,FW
31,Jonathan Bamba,jonathan bamba,FW
32,Kevin Volland,kevin volland,FW
33,Amine Harit,amine harit,FW
34,Arnaud Kalimuendo-Muinga,arnaud kalimuendo-muinga,FW
35,Alberth Elis,albert elis,FW
36,Arkadiusz Milik,arkadiusz milik,FW
37,Kevin Gameiro,kevin gameiro,FW
38,Renaud Ripart,renaud ripart,FW
39,Bamba Dieng,bamba dieng,FW
40,Kasper Dolberg,kasper dolberg,FW
41,Terem Moffi,terem moffi,FW
42,Hwang Ui-Jo,hwang ui-jo,FW
43,Romain Del Castillo,romain del castillo,FW
44,Jonathan Ikoné,jonathan icone,FW
45,Gaël Kakuta,gael kakuta,FW
46,Arnaud Nordin,arnaud nordin,FW
47,Valère Germain,valere germain,FW
48,Osman Bukari,osman bukari,FW
49,Farid Boulaya,farid boulaya,FW
50,Wesley Saïd,wesley said,FW
51,Burak Yilmaz,burak yilmaz,FW
52,Julian Draxler,julian draxler,FW
53,Mama Baldé,mama balde,FW
54,Serhou Guirassy,serhou guirassy,FW
55,Sepe Elye Wahi,sepe elye wahi,FW
56,Nathanaël Mbuku,nathanael mbuku,FW
57,Jérémy Le Douaron,jeremy le douaron,FW
58,Opa Nguette,grandpa nguette,FW
59,Ibrahima Niane,ibrahima niane,FW
60,Mauro Icardi,mauro icardi,FW
61,Yoann Touzghar,yoann touzghar,FW
62,Jean-Phillipe Krasso,jean phillipe krasso,FW
63,Timothy Weah,timothy weah,FW
64,Evann Guessand,evan guessand,Forward
65,Ignatius Ganago,ignatius ganago,FW
66,Mohamed-Ali Cho,mohamed ali cho,FW
67,Mitchell van Bergen,mitchell van bergen,FW
68,Sambou Soumano,sambou soumano,Forward
69,Stéphane Bahoken,stephane bahoken,FW
70,Irvin Cardona,irvin cardona,FW
71,Marcus Coco,marcus coco,FW
72,Dango Ouattara,dango ouattara,Forward
73,Sékou Mara,sekou mara,FW
74,Angel Gomes,angel gomes,FW
75,Myron Boadu,myron boadu,FW
76,Romain Hamouma,romain hamouma,FW
77,M'Baye Niang,m'baye niang,FW
78,Adrian Grbic,adrian grbic,FW
79,Nicholas Gioacchini,nicholas giacchini,Forward
80,Willem Geubbels,willem geubbels,Forward
81,Fransérgio,fransergio,FW
82,Béni Makouana,beni makouana,Forward
0,Paulo Dybala,paulo dybala,FW
1,Luis Alberto,luis alberto,FW
2,Papu Gómez,papu gomez,FW
3,Lorenzo Insigne,lorenzo insignia,FW
4,Felipe Anderson,felipe anderson,FW
5,Edin Dzeko,edin dzeko,FW
6,Josip Ilicic,josip ilicic,FW
7,Ciro Immobile,ciro immobile,FW
8,Ivan Perisic,ivan perisic,FW
9,Juan Cuadrado,juan cuadrado,FW
10,Mauro Icardi,mauro icardi,FW
11,Gonzalo Higuaín,gonzalo higuain,FW
12,Simone Verdi,simone verdi,FW
13,Suso,suso,FW
14,José Callejón,jose callejon,FW
15,Adem Ljajic,adem ljajic,FW
16,Dries Mertens,dries mertens,FW
17,Hakan Calhanoglu,hakan calhanoğlu,FW
18,Iago Falque,iago falque,FW
19,Diego Perotti,diego perotti,FW
20,Federico Chiesa,federico chiesa,FW
21,Fabio Quagliarella,fabio quagliarella,FW
22,Mario Mandzukic,mario mandzukic,FW
23,Leonardo Pavoletti,leonardo pavoletti,FW
24,Matteo Politano,matteo politano,FW
25,Andrea Belotti,andrea belotti,FW
26,Stephan El Shaarawy,stephan el shaarawy,FW
27,Marek Hamsik,mark hamsik,FW
28,Duván Zapata,duvan zapata,FW
29,Roberto Inglese,roberto inglese,FW
30,Giovanni Simeone,giovanni simone,FW
31,Rodrigo de Paul,rodrigo de paul,FW
32,Kevin Lasagna,kevin lasagna,FW
33,Mirco Antenucci,mirco antenucci,FW
34,Federico Bernardeschi,federico bernardeschi,FW
35,Cyril Théréau,cyril theréau,FW
36,Valter Birsa,valter birsa,FW
37,Gastón Ramírez,gaston ramirez,FW
38,Adel Taarabt,adel taarabt,FW
39,Rodrigo Palacio,rodrigo palacio,FW
40,Alex Berenguer,alex berenguer,FW
41,Ante Budimir,ante budimir,FW
42,M'Baye Niang,m'baye niang,FW
43,Simy,simy,FW
44,Andrea Petagna,andrea petagna,FW
45,Marcello Trotta,marcello trotta,FW
46,Nikola Kalinic,nikola kalinic,FW
47,Domenico Berardi,domenico berardi,FW
48,Mattia Destro,mattia destro,FW
